OPCODE;MAINOUTITEMCODE;PRODQTY;REMAINQTY;PRODSTART;PRODEND;MAINRESOURCE;MASTEROPCODE;DEPARTMENT;PREVOPCODE;NEXTOPCODE
"W_8069480-20:10";"8069480-20";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M441559:30";
"W_8069850-40:10";"8069850-40";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_8184401-20:10";"8184401-20";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_8184402-20:10";"8184402-20";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_8206210-50:10";"8206210-50";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M453700:60";
"W_8209750-30:10";"8209750-30";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M446257:40";
"W_8263800-10:10";"8263800-10";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M456285:20";
"W_8406200-45:10";"8406200-45";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M445967:50";
"W_8406470-10:10";"8406470-10";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M503334:20";
"W_8406702-30:10";"8406702-30";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M494973:40";
"W_8523700-30:10";"8523700-30";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442464:40";
"W_8523700-40:10";"8523700-40";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442424:50";
"W_8542500-40:10";"8542500-40";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M445947:50";
"W_8543900-25:10";"8543900-25";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_8546013-40:10";"8546013-40";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M470732:50";
"W_860140-20:10";"860140-20";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M422592:30";
"W_8686531-60:10";"8686531-60";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_8884970-30:10";"8884970-30";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_888543-40:10";"888543-40";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_0004286:10";"0004286";"22.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_860150-10:10";"860150-10";"70.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M422584:20";
"W_8686190-30:10";"8686190-30";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M472726:40";
"W_8686532-40:10";"8686532-40";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M498046:50";
"W_888050-10:10";"888050-10";"54.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTM888050141216:20";
"W_888095-10:10";"888095-10";"36.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTM888095141216:20";
"W_888380-30:10";"888380-30";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M499525:40";
"W_8883850-20:10";"8883850-20";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M460266:30";
"W_8884100-30:10";"8884100-30";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M413931:40";
"W_8884100-40:10";"8884100-40";"50.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M441571:50";
"W_888520-10:10";"888520-10";"82.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTM8885200802171:20";
"W_8886000-30:10";"8886000-30";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M400665:40";
"W_9010400-20:10";"9010400-20";"19.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M441101:30";
"W_9010400-50:10";"9010400-50";"41.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M440845:60";
"W_9013650-20:10";"9013650-20";"50.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M436255:30";
"W_903472-20:10";"903472-20";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452145:30";
"W_903473-35:10";"903473-35";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M447644:40";
"I_012.05.01.0020F:10";"012.05.01.0020F";"72.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_012.05.01.0030F:10";"012.05.01.0030F";"44.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_012.05.01.0061:10";"012.05.01.0061";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_910911-10:10";"910911-10";"36.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LT00003298:20";
"W_911103-10:10";"911103-10";"12.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003358:20";
"W_911106-10:10";"911106-10";"272.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M453725:20";
"W_911106-20:10";"911106-20";"457.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003341:30";
"W_911204-10:10";"911204-10";"38.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003345:20";
"W_911207-10:10";"911207-10";"1251.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444652:20";
"W_911207-20:10";"911207-20";"267.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444576:30";
"W_911207-30:10";"911207-30";"313.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003355:40";
"W_914002-10:10";"914002-10";"210.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M316928:20";
"W_916009-10:10";"916009-10";"196.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M499989:20;LTM916009310117:20";
"W_916017-30:10";"916017-30";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M397453:40";
"W_916017-40:10";"916017-40";"255.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M397390:50;M397392:50";
"W_916017-70:10";"916017-70";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003110:80";
"W_9301250-10:10";"9301250-10";"60.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M437467:20";
"W_9301900-25:10";"9301900-25";"150.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M437279:30";
"W_9330150-20:10";"9330150-20";"43.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M315534:30";
"I_012.01.00.0050F:10";"012.01.00.0050F";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_012.08.00.0010F:10";"012.08.00.0010F";"29.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_012.12.01.0010:10";"012.12.01.0010";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"W_933016-10:10";"933016-10";"30.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M432926:20";
"W_933017-10:10";"933017-10";"25.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M432929:20";
"W_ENG052213-004-10:10";"ENG052213-004-10";"12.100000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M419664:20";
"W_ENG053304-001-10:10";"ENG053304-001-10";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452407:20";
"W_ENG054578-001-10:10";"ENG054578-001-10";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452408:20";
"W_SK0023600/10-10:10";"SK0023600/10-10";"1741.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M398152:20";
"W_SK0023600-10:10";"SK0023600-10";"1305.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M398094:20";
"W_SK3105-112-10:10";"SK3105-112-10";"600.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M457250:20";
"W_V2023200-10:10";"V2023200-10";"224.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442461:20";
"I_0.5RLP_UNI:10";"0.5RLP_UNI";"1.210000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M484926:10";
"I_001.00.00.0030:10";"001.00.00.0030";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M451077:10";
"I_001.00.00.0040:10";"001.00.00.0040";"30.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M435182:10;M451077:10";
"I_015.00.36:10";"015.00.36";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00100058_1:10";
"I_030.06.00.0000A:10";"030.06.00.0000A";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003537:10;LTT00003536:10";
"I_031.00.00.0040:10";"031.00.00.0040";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00101033_1:10";
"I_033.00.00B:10";"033.00.00B";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00037433_1:10";
"I_035.00.00C:10";"035.00.00C";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_035.02.00.0030B:10";"035.02.00.0030B";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_035.02.01.0020B:10";"035.02.01.0020B";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_038.02.00.0000B:10";"038.02.00.0000B";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00047870_2:10";
"I_038.02.00.0010C:10";"038.02.00.0010C";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_038.03.00.0000:10";"038.03.00.0000";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00047870_1:10";
"I_038.06.00.0010:10";"038.06.00.0010";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_041.00.00.0020:10";"041.00.00.0020";"70.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_041.00.01C:10";"041.00.01C";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_041.04.00.0020A:10";"041.04.00.0020A";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_041.04.01.0040:10";"041.04.01.0040";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_041.45.00.0000E:10";"041.45.00.0000E";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_043.50.03.0060:10";"043.50.03.0060";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_043.50.03.0070:10";"043.50.03.0070";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.00.00.0030:10";"055.00.00.0030";"129.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M451077:10";
"I_055.00.00D:10";"055.00.00D";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00105974_1:10";
"I_055.01.00.0010A:10";"055.01.00.0010A";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.01.00.0030D:10";"055.01.00.0030D";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.00.0040D:10";"055.01.00.0040D";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.02.01.0040:10";"055.02.01.0040";"34.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.15.00.0010A:10";"055.15.00.0010A";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.19.00.0010A:10";"055.19.00.0010A";"40.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.01.00.0050D:10";"055.01.00.0050D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.01.0020D:10";"055.01.01.0020D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.01.0030D:10";"055.01.01.0030D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.02.0020D:10";"055.01.02.0020D";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.02.0030D:10";"055.01.02.0030D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.01.02.1020:10";"055.01.02.1020";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452211:10";
"I_055.02.00.0020:10";"055.02.00.0020";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452259:10";
"I_055.02.01.0050D:10";"055.02.01.0050D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452259:10";
"I_055.02.01.0080D:10";"055.02.01.0080D";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452259:10";
"I_055.02.02.0010A:10";"055.02.02.0010A";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452266:10";
"I_055.02.02.0020A:10";"055.02.02.0020A";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452266:10";
"I_055.02.02.0030B:10";"055.02.02.0030B";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452266:10";
"I_055.03.00.0010A:10";"055.03.00.0010A";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452226:10";
"I_055.03.01.0020A:10";"055.03.01.0020A";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452273:10";
"I_055.03.01.0030A:10";"055.03.01.0030A";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452268:10";
"I_055.03.01.0040A:10";"055.03.01.0040A";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452269:10";
"I_083.01.00.0020A:10";"083.01.00.0020A";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_083.01.00.0030A:10";"083.01.00.0030A";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_083.01.00.1000A:10";"083.01.00.1000A";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_055.03.01.0050A:10";"055.03.01.0050A";"12.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452268:10";
"I_055.04.00.0010B:10";"055.04.00.0010B";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452227:10";
"I_055.04.00.0020B:10";"055.04.00.0020B";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452227:10";
"I_055.05.00.0020:10";"055.05.00.0020";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452180:10";
"I_055.05.00.0030:10";"055.05.00.0030";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452180:10";
"I_055.06.00.0000:10";"055.06.00.0000";"20.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M451077:10";
"I_055.07.00.0010A:10";"055.07.00.0010A";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452165:10";
"I_055.08.00.0002C:10";"055.08.00.0002C";"58.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M451077:10";
"I_055.08.00.0003C:10";"055.08.00.0003C";"53.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M451077:10";
"I_055.10.00.0010D:10";"055.10.00.0010D";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452166:10";
"I_055.10.00.0020A:10";"055.10.00.0020A";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M452166:10";
"I_055.19.00.0000A:10";"055.19.00.0000A";"32.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003537:10;M451077:10;LTT00003536:10";
"I_055.45.00.0002D:10";"055.45.00.0002D";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00105974_2:10";
"I_083.00.00A:10";"083.00.00A";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003537:10;LTT00003536:10";
"I_083.01.00.0300A:10";"083.01.00.0300A";"22.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003537:10;LTT00003536:10";
"I_083.05.00.0000B:10";"083.05.00.0000B";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003537:10;LTT00003536:10";
"I_083.08.00.0000:10";"083.08.00.0000";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_092.01.01.1060:10";"092.01.01.1060";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_095.00.00.0120B:10";"095.00.00.0120B";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.18.01.0010:10";"096.18.01.0010";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00041742_1:10";
"I_096.18.01.0020:10";"096.18.01.0020";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.18.01.0040:10";"096.18.01.0040";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.18.01.0050:10";"096.18.01.0050";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.18.02.0030:10";"096.18.02.0030";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00041753_2:10";
"I_096.18.02.0040:10";"096.18.02.0040";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00041753_1:10";
"I_096.19.00.0010:10";"096.19.00.0010";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00041753_3:10";
"I_096.20.00.0070:10";"096.20.00.0070";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.20.00.0080:10";"096.20.00.0080";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.20.00.0090:10";"096.20.00.0090";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.20.00.0100:10";"096.20.00.0100";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.21.00.0020:10";"096.21.00.0020";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.22.00.0020:10";"096.22.00.0020";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.22.02.0020:10";"096.22.02.0020";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.22.02.0020A:10";"096.22.02.0020A";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.23.00.0090:10";"096.23.00.0090";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.24.00.0140:10";"096.24.00.0140";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.25.00.0012:10";"096.25.00.0012";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_096.26.00.0000:10";"096.26.00.0000";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1.25RL_UNI:10";"1.25RL_UNI";"643.300000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M471772:10;M471765:10;M471757:10;M490304:10;M490203:10;M490141:10;M420008:10;M420007:10";
