OPCODE;MAINOUTITEMCODE;PRODQTY;REMAINQTY;PRODSTART;PRODEND;MAINRESOURCE;MASTEROPCODE;DEPARTMENT;PREVOPCODE;NEXTOPCODE
"M484444:10";"2422571";"10.000000000000";"10.000000000000";"2017-03-10 13:54:30";"2017-03-10 14:00:00";"lehepainutuspingid";"lehepainu1";"LME";"M484538:20";"M484356:10";
"M484445:10";"2422572";"10.000000000000";"10.000000000000";"2017-03-10 13:54:30";"2017-03-10 14:00:00";"lehepainutuspingid";"lehepainu1";"LME";"M484538:20";"M484356:10";
"LTT00003330:10";"910931";"18.000000000000";"None";"2017-03-10 13:56:00";"2017-03-10 14:50:00";"haavel_mm";"haaveldus1";"MMK";"M440849:10";"None";
"M476051:30";"1046010-30";"5.000000000000";"None";"2017-03-10 13:59:00";"2017-03-10 14:29:00";"saeoperaatorid_1";"mõõtulõik1";"TOR";"M476059:20";"M476043:40";
"M484356:10";"8210109";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"M484444:10;M484445:10;M484442:20;M484443:20;M469713:30;I_2412620:10;I_113095:10;OT00109717_3:10;I_106656:10;I_100866:10;OT00109909_8:10;I_106005:10;I_100668:10;OT00109920_7:10;OT00109806_3:10;OT00109808_3:10;I_100613:10;OT00109830_6:10;I_100605:10";"M484299:10";
"M484812:40";"1066800-40";"5.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:20:00";"lukksepad";"r_märkimi1";"TOR";"M484876:30";"M484738:50";
"M484813:40";"1066810-40";"5.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:20:00";"lukksepad";"r_märkimi1";"TOR";"M484877:30";"M484739:50";
"M445788:10";"8885689";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"M445801:10;M445802:10;I_3801430:10;I_100700:10;OT00109923_9:10;OT00109716_1:10;I_100660:10;OT00109830_5:10;OT00109588_1:10;I_100596:10;OT00109718_1:10;OT00109762_1:10";"M445772:10";
"M453971:40";"1057360";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"lukksepad";"puurimine1";"TOR";"M453999:30";"M453949:10";
"M453705:10";"8355139";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"P191682:10;M453744:20;M453745:20;I_112468:10;I_100706:10;I_100710:10;OT00109717_3:10;OT00109827_2:10;I_106931:10;I_100899:10;OT00110016_2:10;I_100625:10;OT00109806_3:10;I_100637:10;I_100596:10;OT00110049_1:10;I_100606:10";"M453690:10";
"M496512:10";"8352959";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"I_5412630:10;M496523:20;I_2415600:10;M496518:10;P191860:10;OT00109716_3:10;I_110848:10;OT00109909_8:10;OT00109717_7:10;OT00110016_2:10;I_100668:10;OT00109716_2:10;I_100613:10;OT00109808_3:10;I_100604:10;I_100605:10";"M496502:10";
"M503311:10";"8683009";"10.000000000000";"None";"2017-03-10 14:00:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"I_2411631:10;M503336:20;I_2411632:10;I_2411911:10;I_2411912:10;OT00109716_3:10;OT00109909_8:10;OT00110016_2:10;OT00109716_2:10;OT00109808_3:10;I_100604:10;I_100605:10";"M460248:10";
"M484649:40";"1066790";"5.000000000000";"None";"2017-03-10 14:01:06";"2017-03-10 19:36:06";"masinpoleerijad";"eelpoleer1";"LÕV";"M484737:30";"M484554:10";
"M487965:10";"8030709";"5.000000000000";"None";"2017-03-10 14:03:50";"2017-03-10 14:28:50";"laotöö.jad";"komplekte1";"LADU";"M488007:20;M488008:20;I_5412140:10;I_3800370:10;I_2417160:10;OT00109716_3:10;I_100904:10;I_100649:10;OT00110016_2:10;I_100668:10;OT00109716_2:10;I_100613:10;I_100604:10";"M487934:10";
"M437479:30";"8686013-30";"15.000000000000";"None";"2017-03-10 14:05:00";"2017-03-10 14:50:00";"lukksepad";"rihtimine1";"LÕV";"M437575:20";"M437405:40";
"M484548:30";"8545101-30";"4.000000000000";"None";"2017-03-10 14:09:15";"2017-03-10 14:17:15";"passiveerijad";"passiveer1";"RKO";"M484645:20";"M484458:40";
"P191808:10";"100227";"6.000000000000";"None";"2017-03-10 14:13:18";"2017-03-14 14:13:18";"DefaultPurchaseResource";"None";"None";"None";"M487069:10";
"M489843:30";"2154980-30";"12.000000000000";"None";"2017-03-10 14:14:00";"2017-03-10 14:50:00";"sammaspuurpingid";"keermesta1";"LME";"M489978:20";"M489651:40;M497024:40";
"M484553:10";"2424112-10";"5.000000000000";"None";"2017-03-10 14:16:27";"2017-03-10 14:19:12";"lehepainutuspingid";"lehepainu1";"LME";"M484654:20";"M484464:20";
"M484464:20";"2424112";"5.000000000000";"None";"2017-03-10 14:19:12";"2017-03-10 14:22:06";"haavel_rv";"haaveldus1";"RKO";"M484553:10";"M484370:10";
"M484552:10";"2424111-10";"5.000000000000";"None";"2017-03-10 14:19:21";"2017-03-10 14:22:06";"lehepainutuspingid";"lehepainu1";"LME";"M484654:20";"M484463:20";
"M484738:50";"1066800-50";"5.000000000000";"None";"2017-03-10 14:20:00";"2017-03-10 14:50:00";"otsalintlihvpingid";"r_lihvimi1";"TOR";"M484812:40";"M484650:60";
"M484739:50";"1066810-50";"5.000000000000";"None";"2017-03-10 14:20:00";"2017-03-10 14:50:00";"otsalintlihvpingid";"r_lihvimi1";"TOR";"M484813:40";"M484651:60";
"M496172:10";"8403099";"30.000000000000";"None";"2017-03-10 14:20:00";"2017-03-13 08:00:00";"laotöö.jad";"komplekte1";"LADU";"P191732:10;I_2422522:10;M496181:30;I_2422521:10;M496180:30;I_2422510:10;M496179:20;I_2422502:10;M496178:30;I_2422501:10;M496177:30;M456268:20;I_100848:10;OT00110018_1:10;I_100843:10;OT00109718_3:10;OT00110050_5:10;I_100721:10;OT00110017_1:10;I_109244:10;OT00109717_5:10;OT00110016_2:10;OT00110049_4:10;OT00109806_3:10;I_100612:10;I_100625:10;OT00110049_1:10;I_100596:10";"LTM840309080217:10";
"M472859:40";"8406430-40";"30.000000000000";"None";"2017-03-10 14:20:03";"2017-03-13 21:34:03";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"I_1506800:10;M441061:20;M472909:60;M472910:60;I_2300230:10;I_2116780:10;M472914:20;I_2114860:10";"M489189:50";
"M484463:20";"2424111";"5.000000000000";"None";"2017-03-10 14:22:06";"2017-03-10 14:25:00";"haavel_rv";"haaveldus1";"RKO";"M484552:10";"M484370:10";
"M484456:40";"2423592";"5.000000000000";"None";"2017-03-10 14:22:36";"2017-03-10 14:23:48";"elektropoleerliin";"elektropo1";"RKO";"M484546:30";"M484368:10";
"M484455:40";"2423591";"5.000000000000";"None";"2017-03-10 14:23:48";"2017-03-10 14:25:00";"elektropoleerliin";"elektropo1";"RKO";"M484545:30";"M484368:10";
"M489697:20";"5002452-20";"96.000000000000";"None";"2017-03-10 14:23:54";"2017-03-14 06:31:30";"Keevitajad_TIG";"keevitami1";"RKE";"M450947:100;I_3003140:10;M450960:30;M450953:20;M450951:20";"M489517:30";
"M489695:20";"5002451-20";"96.000000000000";"None";"2017-03-10 14:23:54";"2017-03-14 06:31:30";"Keevitajad_TIG";"keevitami1";"RKE";"M450945:100;I_3003140:10;M450960:30;M450951:20;M450953:20";"M489515:30";
"M484368:10";"8234839";"5.000000000000";"None";"2017-03-10 14:25:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"P191735:10;M484453:20;M484454:20;M484455:40;M484456:40;M461593:40;OT00109827_2:10;OT00109920_7:10;I_100668:10;OT00109806_3:10;OT00109808_3:10";"M484301:10";
"M484370:10";"8356409";"5.000000000000";"None";"2017-03-10 14:25:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"M484463:20;M484464:20;M484461:40;M484462:40;I_2700050:10;I_100703:10;OT00109827_2:10;I_106005:10;I_100899:10;I_100658:10;OT00109920_7:10;I_100668:10;I_100625:10;OT00109806_3:10;OT00109808_3:10;I_100614:10;I_100606:10";"M484302:10";
"M471829:10";"8030109";"5.000000000000";"None";"2017-03-10 14:25:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"M471898:30;M471895:20;M471896:20;M471899:20;M471900:20;M499582:40;I_2416070:10;I_2417110:10;M471897:20;M457276:10;M491014:10;OT00109717_3:10;I_100841:10;I_100868:10;OT00109920_7:10;OT00109830_6:10;OT00109806_3:10;I_100613:10;I_100605:10";"M471793:10";
"M458302:10";"8544709";"5.000000000000";"None";"2017-03-10 14:25:00";"2017-03-10 14:50:00";"laotöö.jad";"komplekte1";"LADU";"P191712:10;P191704:10;I_5700160:10;I_3401520:10;I_3801110:10;OT00109755_1:10;I_100960:10;I_111588:10;I_107445:10;I_100621:10;I_100632:10;I_100601:10";"M484291:10";
"M476043:40";"1046010-40";"5.000000000000";"None";"2017-03-10 14:29:00";"2017-03-10 21:28:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M476051:30";"M476032:50";
"M471720:40";"2121300";"200.000000000000";"None";"2017-03-10 14:30:00";"2017-03-10 14:50:00";"pesijad";"pesemine1";"RKO";"M471731:30";"M471714:10";
"M469299:20";"2147530-20";"56.000000000000";"None";"2017-03-10 14:35:04";"2017-03-10 14:50:00";"vibrotöötluspink";"vibrotööt1";"LME";"M469395:10";"M469209:30";
"M472844:10";"2412080-10";"20.000000000000";"None";"2017-03-10 14:38:00";"2017-03-10 14:44:40";"lehepainutuspingid";"lehepainu1";"LME";"M472922:10";"M472756:20";
"M438462:20";"2155650";"29.000000000000";"None";"2017-03-10 14:42:16";"2017-03-10 14:50:00";"vibrotöötluspink";"vibrotööt1";"LME";"M438553:10";"M438438:10";
"M472756:20";"2412080";"20.000000000000";"None";"2017-03-10 14:44:40";"2017-03-10 14:50:00";"vibrotöötluspink";"vibrotööt1";"LME";"M472844:10";"M472734:10";
"M483893:10";"2150870-10";"23.000000000000";"23.000000000000";"2017-03-10 14:45:00";"2017-03-10 14:53:44";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M502902:20";
"M484682:10";"2143590-10";"3.000000000000";"3.000000000000";"2017-03-10 14:47:00";"2017-03-10 14:50:00";"giljotiinkäärid";"giljotine1";"LME";"I_100025:10";"M484578:20";
"M489376:40";"8406430-40";"11.000000000000";"None";"2017-03-10 14:50:00";"2017-03-13 06:12:48";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M441061:20;M499655:20;M472909:60;M499650:60;M472910:60;M499651:60;I_2300230:10;M472914:20;I_2114860:10";"M489189:50";
"M485874:20";"2155070-20";"23.000000000000";"None";"2017-03-10 14:51:23";"2017-03-10 14:52:32";"timesavers";"krasside1";"LME";"M485928:10";"M485787:30;M498121:30";
"M484570:20";"1507350";"2.000000000000";"None";"2017-03-10 15:00:19";"2017-03-10 15:21:55";"käsipoleerijad";"lihvimine1";"RKO";"M484678:10";"M484503:10";
"M489876:10";"62803-A-10";"60.000000000000";"None";"2017-03-10 15:08:06";"2017-03-10 16:08:06";"saeoperaatorid_2";"saagimine1";"TOR";"I_104861:10";"M489734:20";
"M460424:40";"8683010-40";"10.000000000000";"None";"2017-03-10 15:08:18";"2017-03-10 15:38:18";"passiveerijad";"passiveer1";"RKO";"M460473:30";"M460356:50";
"M470730:50";"8641533";"17.000000000000";"None";"2017-03-10 15:21:55";"2017-03-13 06:06:31";"käsipoleerijad";"poleerimi1";"LÕV";"M450857:40";"M458667:20";
"M484459:40";"8545102-40";"4.000000000000";"4.000000000000";"2017-03-10 15:23:47";"2017-03-10 16:17:15";"käsipoleerijad";"poleerimi1";"LÕV";"M484549:30";"M484349:50";
"M486054:10";"2700550-10";"305.000000000000";"None";"2017-03-10 15:28:36";"2017-03-10 19:06:21";"lehepainutuspingid";"lehepainu1";"LME";"M486060:20";"M486041:20";
"M472876:20";"2420500-20";"20.000000000000";"None";"2017-03-10 15:29:24";"2017-03-10 15:33:48";"krasside_eemaldajad";"krasside1";"LME";"M472960:10";"M472795:30";
"M484815:10";"2167962-10";"5.000000000000";"None";"2017-03-10 15:30:26";"2017-03-10 15:32:06";"lehepainutuspingid";"lehepainu1";"LME";"M484874:20";"M484741:20";
"M484814:10";"2167961-10";"5.000000000000";"None";"2017-03-10 15:31:59";"2017-03-10 15:33:39";"lehepainutuspingid";"lehepainu1";"LME";"M484874:20";"M484740:20";
"M484741:20";"2167962-20";"5.000000000000";"None";"2017-03-10 15:32:06";"2017-03-10 15:33:39";"haavel_rv";"haaveldus1";"RKO";"M484815:10";"M484653:30";
"M484740:20";"2167961-20";"5.000000000000";"None";"2017-03-10 15:33:39";"2017-03-10 15:35:12";"haavel_rv";"haaveldus1";"RKO";"M484814:10";"M484652:30";
"M471228:20";"1056420-20";"6.000000000000";"None";"2017-03-10 15:47:48";"2017-03-10 16:14:48";"saeoperaatorid_3";"mõõtulõik1";"TOR";"M471233:10";"M471221:30";
"M472782:30";"8686190-30";"8.000000000000";"None";"2017-03-10 15:51:21";"2017-03-10 17:38:18";"käsipoleerijad";"poleerimi1";"LÕV";"M472862:20";"M472726:40";
"M438343:30";"1060370-30";"19.000000000000";"None";"2017-03-10 16:08:06";"2017-03-10 17:33:36";"saeoperaatorid_2";"mõõtulõik1";"TOR";"M438413:20";"M438236:40";
"M489734:20";"62803-A-20";"60.000000000000";"None";"2017-03-10 16:11:00";"2017-03-10 20:11:00";"02_torupainutuspink";"torupainu1";"TOR";"M489876:10";"M489546:30";
"M471221:30";"1056420-30";"6.000000000000";"None";"2017-03-10 16:14:48";"2017-03-10 16:32:48";"krasside_eemaldajad";"krasside1";"TOR";"M471228:20";"M471216:40";
"M484458:40";"8545101-40";"4.000000000000";"4.000000000000";"2017-03-10 16:17:15";"2017-03-10 17:10:03";"käsipoleerijad";"poleerimi1";"LÕV";"M484548:30";"M484348:50";
"M490567:40";"8185500-40";"10.000000000000";"None";"2017-03-10 16:32:00";"2017-03-10 23:20:00";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M490590:40;M490591:20;M490592:20;I_2300200:10;M471215:30;M471214:30";"M490530:50";
"M417268:20";"2109640-20";"842.000000000000";"842.000000000000";"2017-03-10 16:36:20";"2017-03-13 15:48:30";"pressidh400t";"lõike sta1";"ETV";"W_2109640-10:10;M414309:10;M439212:10";"M439173:30;M400625:30;M446395:30;M499552:30";
"M486090:30";"1052510-30";"2.000000000000";"None";"2017-03-10 16:58:00";"2017-03-10 17:10:00";"saeoperaatorid_1";"mõõtulõik1";"TOR";"M486098:20";"M486084:40";
"M484651:60";"1066810";"5.000000000000";"None";"2017-03-10 17:01:06";"2017-03-10 19:36:06";"masinpoleerijad";"eelpoleer1";"LÕV";"M484739:50";"M484554:10";
"M484650:60";"1066800";"5.000000000000";"None";"2017-03-10 17:07:06";"2017-03-10 19:36:06";"masinpoleerijad";"eelpoleer1";"LÕV";"M484738:50";"M484554:10";
"M486089:30";"1052500-30";"2.000000000000";"None";"2017-03-10 17:10:00";"2017-03-10 17:22:00";"saeoperaatorid_1";"mõõtulõik1";"TOR";"M486097:20";"M486083:40";
"M457266:30";"8646202";"13.000000000000";"None";"2017-03-10 17:10:03";"2017-03-10 20:04:51";"käsipoleerijad";"poleerimi1";"LÕV";"M457304:20";"M460749:10;M454124:10;LTT00003531:10";
"M486083:40";"1052500-40";"2.000000000000";"None";"2017-03-10 17:22:00";"2017-03-10 17:28:00";"krasside_eemaldajad";"krasside1";"TOR";"M486089:30";"M486070:50";
"M486084:40";"1052510-40";"2.000000000000";"None";"2017-03-10 17:22:00";"2017-03-10 17:28:00";"krasside_eemaldajad";"krasside1";"TOR";"M486090:30";"M486071:50";
"M496220:50";"2109030-50";"1270.000000000000";"None";"2017-03-10 17:25:00";"2017-03-10 21:00:06";"pressidex40t";"painde st5";"ETV";"M496222:40";"M496213:60";
"M473044:40";"2420192-40";"10.000000000000";"None";"2017-03-10 17:25:30";"2017-03-10 17:28:30";"Keevitajad_TIG";"keevitami1";"RKE";"M473119:30";"M472959:50";
"M473043:40";"2420191-40";"10.000000000000";"None";"2017-03-10 17:27:54";"2017-03-10 17:30:54";"Keevitajad_TIG";"keevitami1";"RKE";"M473118:30";"M472958:50";
"M472959:50";"2420192-50";"10.000000000000";"None";"2017-03-10 17:28:30";"2017-03-10 17:33:30";"passiveerijad";"passiveer1";"RKO";"M473044:40";"M472875:60";
"M472958:50";"2420191-50";"10.000000000000";"None";"2017-03-10 17:30:54";"2017-03-10 17:35:54";"passiveerijad";"passiveer1";"RKO";"M473043:40";"M472874:60";
"M438236:40";"1060370";"20.000000000000";"None";"2017-03-10 17:33:36";"2017-03-13 14:09:36";"masinpoleerijad";"eelpoleer1";"LÕV";"W_1060370-30:10;M438343:30";"M438190:10";
"M460356:50";"8683010-50";"10.000000000000";"None";"2017-03-10 17:38:18";"2017-03-10 22:54:42";"käsipoleerijad";"poleerimi1";"LÕV";"M460424:40";"M460263:60";
"M452042:10";"2152940-10";"44.000000000000";"None";"2017-03-10 18:07:24";"2017-03-10 18:51:24";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_107717:10";"M452022:20;M497110:20";
"M496575:10";"2131503-10";"10.000000000000";"None";"2017-03-10 18:15:18";"2017-03-10 19:35:18";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_106594:10";"M496532:20";
"M498870:10";"904050-10";"25.000000000000";"None";"2017-03-10 18:50:00";"2017-03-10 20:55:00";"Keevitajad_TIG";"punktimin1";"RKE";"M498893:20;M498892:20;I_2136900:10;M498889:10;OT00109976_3:10;I_3004160:10;OT00109973_1:10";"M495257:20;M454108:20";
"M498871:10";"904050-10";"3.000000000000";"None";"2017-03-10 18:50:00";"2017-03-10 19:05:00";"Keevitajad_TIG";"punktimin1";"RKE";"M498892:20;M498890:10;OT00109976_3:10;OT00109973_1:10";"M454108:20";
"M451988:10";"2155020-10";"14.000000000000";"None";"2017-03-10 18:51:24";"2017-03-10 18:54:54";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_3.0RL_UNI:10";"M451930:20;M497061:20";
"M451987:10";"2155010-10";"14.000000000000";"None";"2017-03-10 18:54:54";"2017-03-10 18:58:24";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_3.0RL_UNI:10";"M451929:20;M497060:20";
"M490246:10";"ENG054578-001-10";"30.000000000000";"None";"2017-03-10 18:58:00";"2017-03-10 19:49:00";"torulaser_trumpf";"torulaser1";"LME";"I_110705:10";"M461765:20";
"M440699:10";"2153011-10";"6.000000000000";"None";"2017-03-10 18:58:24";"2017-03-10 19:19:24";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_107717:10";"M440662:20";
"M489875:10";"62802-A-10";"60.000000000000";"None";"2017-03-10 19:11:00";"2017-03-10 20:11:00";"saeoperaatorid_3";"saagimine1";"TOR";"I_104861:10";"M489733:20";
"M484790:10";"2147073-10";"4.000000000000";"None";"2017-03-10 19:19:24";"2017-03-10 19:37:24";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_2.5RLP_UNI:10";"M484698:20";
"M472875:60";"2420192-60";"10.000000000000";"None";"2017-03-10 19:33:30";"2017-03-10 19:35:54";"haavel_rv";"haaveldus1";"RKO";"M472959:50";"M472794:70";
"M484653:30";"2167962";"5.000000000000";"None";"2017-03-10 19:34:18";"2017-03-10 19:35:12";"elektropoleerliin";"elektropo1";"RKO";"M484741:20";"M484554:10";
"M484652:30";"2167961";"5.000000000000";"None";"2017-03-10 19:35:12";"2017-03-10 19:36:06";"elektropoleerliin";"elektropo1";"RKO";"M484740:20";"M484554:10";
"M472874:60";"2420191-60";"10.000000000000";"None";"2017-03-10 19:35:54";"2017-03-10 19:38:18";"haavel_rv";"haaveldus1";"RKO";"M472958:50";"M472793:70";
"M453732:50";"8885690";"20.000000000000";"None";"2017-03-10 19:36:06";"2017-03-10 20:46:06";"elektropoleerliin";"elektropo1";"RKO";"M453793:40";"M484304:10;M447662:10";
"M451986:10";"2155000-10";"14.000000000000";"None";"2017-03-10 19:36:18";"2017-03-10 19:39:48";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_6.0RL_UNI:10";"M451928:20;M497059:20";
"M484620:10";"8185703-10";"15.000000000000";"None";"2017-03-10 19:46:45";"2017-03-10 21:46:45";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_107351:10";"M484521:20";
"M461765:20";"ENG054578-001-20";"30.000000000000";"30.000000000000";"2017-03-10 19:49:00";"2017-03-10 20:49:00";"pressh200t1_etv";"painde st1";"ETV";"M452422:10;M490246:10";"M452392:30";
"M490245:10";"ENG053304-001-10";"30.000000000000";"None";"2017-03-10 19:58:00";"2017-03-10 20:49:00";"torulaser_trumpf";"torulaser1";"LME";"I_110705:10";"M461764:20";
"M452149:20";"910607-20";"15.000000000000";"None";"2017-03-10 20:02:00";"2017-03-13 06:22:00";"Keevitajad_MIG";"keevitami1";"MMK";"M452191:10";"M452118:30";
"M499532:60";"8354920";"5.000000000000";"None";"2017-03-10 20:04:51";"2017-03-10 23:10:33";"käsipoleerijad";"poleerimi1";"LÕV";"M499577:50";"M485016:10";
"M486073:10";"2109830-10";"551.000000000000";"None";"2017-03-10 20:05:46";"2017-03-10 22:34:32";"pressidex63t";"painde st1";"ETV";"M486080:20";"M486062:20";
"M437405:40";"8686013-40";"15.000000000000";"None";"2017-03-10 20:09:42";"2017-03-10 20:54:42";"passiveerijad";"passiveer1";"RKO";"M437479:30";"M437338:50";
"M489733:20";"62802-A-20";"60.000000000000";"None";"2017-03-10 20:11:00";"2017-03-10 23:21:00";"02_torupainutuspink";"torupainu1";"TOR";"M489875:10";"M489545:30";
"M484677:10";"1507330-10";"2.000000000000";"None";"2017-03-10 20:28:24";"2017-03-10 20:43:36";"Keevitajad_TIG";"korkide k1";"RKE";"M484751:30;I_2300370:10";"M484569:20";
"M471216:40";"1056420";"6.000000000000";"None";"2017-03-10 20:32:48";"2017-03-10 23:40:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M471221:30";"M489553:10";
"M484569:20";"1507330";"2.000000000000";"None";"2017-03-10 20:43:36";"2017-03-10 23:40:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M484677:10";"M484503:10";
"M441211:10";"9325600-10";"120.000000000000";"None";"2017-03-10 20:43:36";"2017-03-13 19:34:00";"Keevitajad_TIG";"keevitami1";"RKE";"M441218:30;I_2012260:10";"M441176:20";
"M449936:20";"1061980-20";"15.000000000000";"None";"2017-03-10 20:47:12";"2017-03-10 23:17:12";"saeoperaatorid_3";"mõõtulõik1";"TOR";"M449947:10";"M449926:25";
"M461764:20";"ENG053304-001-20";"30.000000000000";"30.000000000000";"2017-03-10 20:49:00";"2017-03-10 21:49:00";"pressh200t1_etv";"painde st1";"ETV";"M452421:10;M490245:10";"M461746:30";
"M486070:50";"1052500";"2.000000000000";"None";"2017-03-10 21:28:00";"2017-03-10 23:40:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M486083:40";"M491047:10";
"M486071:50";"1052510";"2.000000000000";"None";"2017-03-10 21:28:00";"2017-03-10 23:40:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M486084:40";"M491047:10";
"M484591:10";"2132523-10";"15.000000000000";"None";"2017-03-10 21:46:45";"2017-03-10 23:34:00";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_107351:10";"M484477:20";
"M461746:30";"ENG053304-001-30";"30.000000000000";"30.000000000000";"2017-03-10 21:49:00";"2017-03-10 23:19:00";"otsalintlihvpingid";"r_lihvimi1";"TOR";"M461764:20";"M461731:40";
"M452392:30";"ENG054578-001-30";"30.000000000000";"None";"2017-03-10 21:49:00";"2017-03-10 23:19:00";"otsalintlihvpingid";"r_lihvimi1";"TOR";"M461765:20";"M452370:40";
"M398150:20";"SK0023600/10";"1195.000000000000";"1195.000000000000";"2017-03-10 21:49:00";"2017-03-13 09:07:45";"pressh200t1_etv";"lõike sta2";"ETV";"M426757:10;M444935:10";"M398107:10";
"M489986:10";"21775-B-10";"100.000000000000";"None";"2017-03-10 21:52:00";"2017-03-10 22:50:00";"torulaser_trumpf";"torulaser1";"LME";"I_110663:10";"M489826:20";
"M484681:10";"2143580-10";"4.000000000000";"None";"2017-03-10 22:02:56";"2017-03-10 22:11:12";"lehepainutuspingid";"lehepainu1";"LME";"M484756:20";"M484577:20";
"M484842:10";"2152630-10";"72.000000000000";"None";"2017-03-10 22:03:20";"2017-03-13 06:05:20";"lehepainutuspingid";"lehepainu1";"RKO";"M484884:20";"M484758:20";
"M484577:20";"2143580";"4.000000000000";"None";"2017-03-10 22:11:12";"2017-03-10 23:40:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M484681:10";"M484503:10";
"M486062:20";"2109830-20";"551.000000000000";"None";"2017-03-10 22:34:32";"2017-03-13 07:23:18";"pressidex160t";"painde st2";"ETV";"M486073:10";"M486052:30";
"M493346:10";"2418690-10";"66.000000000000";"None";"2017-03-10 22:41:59";"2017-03-10 23:03:59";"lehepainutuspingid";"lehepainu1";"LME";"M437465:20";"M493343:20";
"M502739:10";"2404523";"30.000000000000";"None";"2017-03-10 22:46:18";"2017-03-10 22:58:18";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M502723:10";
"M489826:20";"21775-B";"100.000000000000";"None";"2017-03-10 22:50:00";"2017-03-10 23:40:00";"krasside_eemaldajad";"faasimine1";"ETV";"M489986:10";"M489773:10";
"M485787:30";"2155070";"4.000000000000";"None";"2017-03-10 22:52:32";"2017-03-10 22:53:44";"elektropoleerliin";"elektropo1";"RKO";"M485874:20";"M486478:10";
"M502902:20";"2150870";"23.000000000000";"23.000000000000";"2017-03-10 22:53:44";"2017-03-10 22:57:24";"elektropoleerliin";"elektropo1";"RKO";"W_2150870-10:10;M483893:10";"M489553:10";
"M437338:50";"8686013";"15.000000000000";"None";"2017-03-10 22:54:42";"2017-03-13 11:27:49";"käsipoleerijad";"poleerimi1";"LÕV";"M437405:40";"M437277:10";
"M469209:30";"2147530";"56.000000000000";"None";"2017-03-10 22:57:24";"2017-03-10 23:06:21";"elektropoleerliin";"elektropo1";"RKO";"M469299:20";"M484480:10;M491032:10";
"M502718:10";"2420383";"30.000000000000";"None";"2017-03-10 22:58:18";"2017-03-10 23:09:18";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M502702:10";
"M493343:20";"2418690";"66.000000000000";"None";"2017-03-10 23:03:59";"2017-03-10 23:21:48";"haavel_rv";"haaveldus1";"RKO";"M493346:10";"M483776:10";
"M497105:30";"2154830";"4.000000000000";"None";"2017-03-10 23:05:00";"2017-03-10 23:17:00";"lehepainutuspingid";"lehepainu1";"LME";"M497122:20";"M497096:10";
"M486041:20";"2700550";"305.000000000000";"None";"2017-03-10 23:06:21";"2017-03-10 23:33:48";"elektropoleerliin";"elektropo1";"RKO";"M486054:10";"M483767:10;M491002:10";
"M502717:10";"2420373";"60.000000000000";"None";"2017-03-10 23:09:18";"2017-03-10 23:37:18";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M502700:10;M502701:10";
"M469365:30";"1041360";"5.000000000000";"None";"2017-03-10 23:10:00";"2017-03-10 23:40:00";"saeoperaatorid_2";"mõõtulõik1";"TOR";"M469454:20";"M469296:10";
"M490054:30";"2154960";"3.000000000000";"None";"2017-03-10 23:10:58";"2017-03-10 23:18:28";"lehepainutuspingid";"lehepainu1";"LME";"M469589:20;M490150:20";"M491088:10";
